sentiment,skin_type_mentioned,key_benefit,complaint,customer_representative_reply,dark_spot_effect
Positif,N/A,"Produk ini cocok untuk kulit, tekstur yang enak, dan wangi yang disukai",None,Terima kasih telah menggunakan produk sun screen Azarine. Kami senang Anda puas dengan tekstur dan wangi yang kami sediakan. Kami akan terus berusaha untuk memberikan produk yang memuaskan bagi Anda.,
Positif,N/A,"Menghasilkan kulit yang cerah, sehat, dan kenyal",None,"Halo [Nama Pelanggan], terima kasih telah menggunakan produk Lightening Serum Azarine! Kami sangat senang mendengar bahwa Anda menemukan produk kami efektif bagi kebutuhan kulit Anda. Kami berkomitmen untuk terus meningkatkan kualitas produk kami untuk memenuhi kebutuhan Anda. Jika Anda memiliki pertanyaan atau kebutuhan yang lebih lanjut, jangan ragu untuk menghubungi kami. Terima kasih atas kepercayaan Anda!",
Positif,kering,Mencerahkan wajah dan melembabkan kulit,N/A,Terima kasih atas review positif Anda terhadap produk sunscreen kami! Kami sangat senang bahwa Anda menemukan hasil yang memuaskan dengan tekstur serum yang ringan dan aman digunakan setiap hari. Kami akan terus berusaha untuk memberikan produk berkualitas tinggi untuk Anda dan pelanggan lainnya.,
Positif,N/A,"Produk mudah menyerap, tidak lengket, dan membuat kulit nyenyak setelah tidur",None,"Selamat atas pilihan Anda untuk menggunakan produk kami! Kami senang kamu menikmati produk kita dan mendapatkan hasil yang baik. Untuk kebutuhan skincare sehari-hari, kami sarankan untuk menggunakan produk kita secara teratur dan menyertakan diet seimbang. Jika kamu memiliki pertanyaan atau membutuhkan saran lebih lanjut, jangan ragu untuk menghubungi kami.",
Positif,N/A,produk sunscreen nyeri ke kulit dan tidak lengket,None,"Terima kasih telah memilih produk kami, Azarine! Kami senang melihat Anda menyukai manfaat vitamin C dalam serum kami. Jika Anda memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk menghubungi kami. Kami berkomitmen untuk memberikan pengalaman yang luar biasa bagi setiap pelanggan kami.",
Positif,N/A,"mencerahkan, wangi banget, lembap, mencegah kulit kering",None,"Terima kasih atas saran Anda! Kami senang mendengar bahwa serum Azarine berhasil memberikan hasil yang baik untuk kulit Anda. Untuk keamanan dan kebersihan kulit, pastikan untuk menggunakan serum dalam waktu yang tepat dan mengikuti instruksi penggunaan yang telah ditentukan.",
Positif,N/A,"Tekstur tidak lengket, mudah menyerap, wangi yang enak",None,"Terima kasih telah menulis ulasan tentang produk kami! Kami senang Anda menemukan produk kami sesuai dengan kebutuhan Anda. Kami berharap Anda terus bisa menggunakan produk kami dan mendapatkan hasil yang baik. Jika Anda memiliki pertanyaan atau membutuhkan bantuan, jangan ragu untuk menghubungi kami.",
Positif,N/A,"Produk membuat kulit lebih halus, cerah, dan terjaga nutrisi",None,Terima kasih atas review positif Anda tentang produk serumsunscreen dari Azarine! Kami senang melihat bahwa Anda telah menikmati hasil yang baik setelah menggunakan produk ini. Kami akan terus berusaha untuk menyediakan produk berkualitas terbaik untuk Anda dan semua pelanggan kami. Segera datang lagi ke Azarine untuk menemukan produk skincare Anda selanjutnya!,
Positif,N/A,Membuat kulit lebih cerahan dan glowing,None,"Terima kasih sudah mencoba produk Sunscreen Azarine! Kami senang Anda menyukainya! Untuk menjaga kulit lebih cerah dan glowing, kami sarankan menggunakan produk secara teratur dan tidak membawa produk ke dalam ruangan. Jika Anda memiliki pertanyaan atau saran untuk kami, jangan ragu untuk menghubungi kami!",
Positif,N/A,Produk ini membuat muka menjadi kenyel dan glowing,None,"Terima kasih atas ulasan Anda! Kami senang mendengar bahwa Anda puas dengan hasil produk sunscreen kami. Kami berharap Anda akan terus menggunakan produk kami dan menikmati manfaatnya. Jika Anda memiliki pertanyaan atau permintaan, jangan ragu untuk menghubungi kami.",
Positif,sensitif,produk cocok untuk kulit sensitif,menyerap agak lama dan perlu waktu lama untuk mencerahkan,"Terima kasih atas review Anda! Kami senang Anda puas dengan produk kami. Apabila Anda memiliki masalah dengan proses menyerap produk, kami sarankan mencoba metode aplikasi yang benar. Untuk mencerahkan, kami merekomendasikan menggunakan produk secara rutin dan konsisten. Jika Anda memiliki pertanyaan lain, jangan ragu untuk menghubungi kami!",
Positif,N/A,"Tampilan kulit yang lembab, glowing, bersih dan segar",None,"Terima kasih telah mencoba serum Azarine! Kami senang mendengar bahwa Anda telah merasakan efek positif dari produk kami. Anda dapat terus menggunakan serum kami untuk menjaga kulit Anda tetap sehat dan bercahaya. Jika Anda memiliki pertanyaan atau kekhawatiran, jangan ragu untuk menghubungi kami. Selamat berkebun!",
Positif,"berminyak, sensitif",cenderung membuat kulit lebih cerah,None,Terima kasih sudah memilih Azarine! Kami senang ketika produk kami membantu Anda mendapatkan kulit yang lebih cerah. Kita akan terus berusaha untuk meningkatkan kualitas produk kami. Selamat mencoba produk lainnya!,
Positif,N/A,"Cerah, seger, mudah menyerap, tidak menyebabkan breakout, lembab, dan kesehatan kulit",None,Selamat atas pilihan Anda untuk mencoba produk sunscreen kami! Kami senang informasi bahwa produk kami telah membantu Anda mencapai hasil yang diinginkan. Kami terus berusaha untuk memberikan produk yang berkualitas tinggi dan aman digunakan bagi semua jenis kulit. Terima kasih telah memilih Azarine sebagai brand kosmetik Anda.,
Positif,N/A,"['Mengurangi acne', 'Menghaluskan kulit', 'Meningkatkan kesehatan kulit']",Tidak ada efek brightening yang terasa,"Terima kasih telah melakukan review atas produk kami. Kami senang mendengar bahwa produk kami telah membantu mengurangi acne dan membuat kulit Anda lebih halus. Kami mengerti bahwa Anda belum merasakan efek brightening, dan kami akan terus meningkatkan kualitas produk kami untuk memberikan hasil yang lebih optimal. Saya senang akan Anda dan akan membantu Anda untuk memulihkan keputusan Anda untuk membeli produk kami lain kali.",
Netral,N/A,mencerahkan dan melembabkan,wanginya terlalu nyengat,"Terima kasih sudah mencoba produk kami! Kami senang Anda merasakan beberapa manfaat dari produk kami, seperti tekstur yang lembab dan sedikit mencerahkan. Kami juga memahami bahwa Anda tidak menyukai aroma kami. Kami akan mempertimbangkan untuk menyesuaikan aroma produk kami di masa depan. Jika Anda memiliki saran atau kritik, silakan hubungi kami melalui media sosial kami.",tidak mempengaruhi
Positif,"berdasarkan teks, tidak ada spesifikasi jenis kulit, namun bisa disimpulkan kulit pelanggan dianggap baik untuk produk sunscreen ini (N/A)","produk sunscreen ini cepat nyerap, tidak lengket, dan non sticky formula",aroma fragrance yang terlalu kuat,Terima kasih sudah mencoba produk kami! Kami senang mendengar bahwa Anda merasa produk kami nyerap dan tidak lengket. Kami juga memahami bahwa aroma fragrance kami mungkin tidak cocok untuk semua orang. Kami akan berusaha meningkatkan produk kami agar aroma kami lebih lembut. Semoga produk kami dapat membantu Anda mencerahkan kulit Anda pada jangka panjang. Terima kasih atas umpan balik Anda!,
Positif,N/A,Mengurangi flek dan berminyak pada wajah,None,Saya senang kamu menyukai produk sunscreen kami! Mengurangi flek dan berminyak memang salah satu kelebihan produk kami. Kami senang bisa membantu kamu menjaga kulit kamu terlihat cerah dan sehat. Terima kasih sudah memilih produk kami dan pastikan kamu akan terus menggunakan produk kami untuk mendapatkan hasil yang optimal.,
Positif,N/A,"Tekstur yang mudah menyerap, tidak lengket, dan harga yang terjangkau",N/A,"Terima kasih telah membagikan pendapat Anda tentang produk serum kami. Kami senang mendengar bahwa produk kami dapat memberikan manfaat yang baik untuk Anda. Sekali lagi, terima kasih atas kepercayaan Anda dalam memilih produk kami!",
Positif,N/A,tidak lengket pas tidur,None,"Terima kasih atas ulasan Anda! Kami senang untuk mendengar bahwa Anda puas dengan performa produk kami. Kami akan terus berupaya untuk meningkatkan kualitas produk kami. Untuk informasi lebih lanjut tentang produk kami, silakan hubsungi kami melalui kontak di website kami.",
Positif,N/A,Memudar bekas jerawat,None,"Terima kasih telah memilih produk kami! Kami senang mendengar bahwa Anda telah mengalami progres positif dengan menggunakan Azarine. Jangan ragu untuk terus menjaga kulit Anda agar tetap sehat dan bahagia 😊. Apabila Anda memiliki pertanyaan atau membutuhkan bantuan lebih lanjut, silakan hubungi kami.",
Positif,N/A,"Membuat kulit wajah lembut, kenyal, dan cerah",None,"Terimakasih atas ulasan Anda. Sama-sama, Senyum Azarine!",
Positif,N/A,"Menghasilkan kulit yang mulus, cerah, dan memiliki efek glowing.",None,"Terima kasih telah memilih Azarine sebagai produk sunscreen favorit Anda! Kami senang mendengar bahwa Anda puas dengan hasilnya. Untuk mendapatkan hasil yang optimal, Pastikan Anda menggunakannya secara rutin sebagaimana Anda lakukan. Jika Anda memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk menghubungi kami. Terima kasih atas kepercayaan Anda pada Azarine!",
Positif,N/A,"Muka lebih cerah, sehat dan glowing karena kulit lebih seimbang.",None,Terima kasih telah membagikan pengalaman positif Anda dengan produk kami! Kami senang Anda merasakan efek baik dari produk sunscreen kami. Kami akan terus berusaha untuk memberikan produk terbaik untuk perawatan kulit Anda.,
Positif,Tidak diketahui,"Mencerahkan kulit, membuat bekas bekas memudar, dan meningkatkan kesehatan kulit",None,Terima kasih untuk pengalaman positif Anda dengan produk kami! Kami senang mengetahui bahwa produk kami telah membantu mencerahkan kulit Anda. Kami akan terus berusaha untuk meningkatkan kualitas produk kami dalam masa-masa mendatang.,
